Company,Calculated_NAICS,Target_NAICS,Is_Target_Match,Confidence,Match_Reasoning,Business_Status,Review_Count,Has_Reviews,Latitude,Longitude,Street_Address,City,State,Zip_Code,Operating_Hours,Hard_Attributes,Price_Level,Business_Website,Employees_Estimated,Year_Established,Last_Review_Date
Red Coral Coffee,722515,722515,TRUE,High,"Red Coral Coffee operates during morning hours and serves coffee, aligning with the characteristics of a coffee shop. Reviews emphasize a positive morning vibe and coffee quality, confirming its classification under NAICS 722515.",Active,5,Yes,44.9217398,-93.2124563,"4457 42nd Ave S, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: Closed; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?2:00??PM; Sunday: Closed,None,N/A,http://www.redcoralcoffee.com/,,,2026/1/13
Sisters' Sludge Coffee Cafe and Wine Bar,722515,722515,TRUE,High,"The establishment opens early (6 AM), serves breakfast, and has a relaxed coffee shop vibe, which aligns with the characteristics of a coffee shop. Although it also serves dinner and alcohol, the primary focus appears to be on coffee and breakfast, justifying the NAICS code for a coffee shop.",Active,5,Yes,44.9342221,-93.2390632,"3746 23rd Ave S, Minneapolis, MN 55407, USA",Minneapolis,MN,55406,Monday: 6:00??AM??€?€?0:00??PM; Tuesday: 6:00??AM??€?€?0:00??PM; Wednesday: 6:00??AM??€?€?0:00??PM; Thursday: 6:00??AM??€?€?0:00??PM; Friday: 6:00??AM??€?€?0:00??PM; Saturday: 7:00??AM??€?€?0:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",1,http://sistersludgecoffeecafe.com/,,,2025/11/11
Nokomis Beach Coffee,722515,722515,TRUE,High,"Nokomis Beach Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The reviews indicate a focus on coffee and pastries, further supporting this classification.",Active,5,Yes,44.9127877,-93.2324933,"4956 S 28th Ave, Minneapolis, MN 55417, USA",Minneapolis,MN,55406,Monday: 6:30??AM??€?€?:00??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch",1,http://www.nokomisbeachcoffee.com/,,1996,2025/12/27
Shortwave Coffee,722515,722515,TRUE,High,"Shortwave Coffee operates during morning hours, serves breakfast, and has a calm and inviting atmosphere, aligning with the characteristics of a coffee shop.",Active,5,Yes,44.9124484,-93.2906016,"824 W 50th St, Minneapolis, MN 55419, USA",Minneapolis,MN,55406,Monday: 7:30??AM??€?€?:00??PM; Tuesday: 7:30??AM??€?€?:00??PM; Wednesday: 7:30??AM??€?€?:00??PM; Thursday: 7:30??AM??€?€?:00??PM; Friday: 7:30??AM??€?€?:00??PM; Saturday: 7:30??AM??€?€?:00??PM; Sunday: 7:30??AM??€?€?:00??PM,Breakfast,N/A,https://shortwave.coffee/,,,2025/12/22
Falls Coffee,722515,722515,TRUE,High,"Falls Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast, which aligns with the NAICS code 722515 for coffee shops. The reviews indicate a focus on coffee and a positive morning vibe.",Active,5,Yes,44.9168352,-93.2146976,"4757 Hiawatha Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: 6:30??AM??€?€?:00??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,1,http://www.fallscoffee.com/,,,2026/1/10
yellowbird coffee bar NE,722515,722515,TRUE,High,"Yellowbird Coffee Bar NE operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The reviews emphasize a coffee-centric experience and a morning vibe, further supporting this classification.",Active,5,Yes,45.0102445,-93.2570708,"639 22nd Ave NE, Minneapolis, MN 55418, USA",Minneapolis,MN,55406,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch",N/A,https://www.yellowbirdcoffeebar.com/,,,2026/1/3
Key West Bistro,722515,722515,TRUE,High,"Key West Bistro serves breakfast and has a strong coffee focus, as indicated by the reviews mentioning coffee and smoothies. Although it operates later in the day, the emphasis on breakfast and coffee aligns it more closely with a coffee shop rather than a bar.",Active,5,Yes,44.9340108,-93.2319635,"2803 E 38th St, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: 8:30??AM??€?€?:00??PM; Tuesday: 8:30??AM??€?€?:00??PM; Wednesday: 8:30??AM??€?€?:00??PM; Thursday: 8:30??AM??€?€?:00??PM; Friday: 8:30??AM??€?€?:00??PM; Saturday: 9:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch, Dinner",2,https://www.keywestbistro.com/,,,2026/1/10
Dogwood Coffee - East Lake,722515,722515,TRUE,High,"Dogwood Coffee - East Lake operates primarily as a coffee shop, opening early in the morning and serving breakfast, which aligns with the characteristics of NAICS 722515. The reviews emphasize the coffee quality and the social atmosphere, further confirming its classification as a coffee shop.",Active,5,Yes,44.9481695,-93.2143652,"4021 E Lake St, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 5:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,Beer,1,http://www.dogwoodcoffee.com/,,,2025/8/8
Arya Caf??,722515,722515,TRUE,High,"Arya Caf?? operates primarily as a coffee shop, opening early at 7:00 AM on weekdays and serving coffee and bakery items. The reviews emphasize a warm environment and coffee offerings, aligning with the characteristics of a coffee shop rather than a bar.",Active,5,Yes,44.9193045,-93.2142068,"4603 Minnehaha Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: Closed,None,N/A,https://www.aryacafemn.com/,,,2026/1/6
SweeDee Cafe,722515,722515,TRUE,High,"SweeDee Cafe operates during daytime hours (9 AM - 5:30 PM) and serves coffee and breakfast items like croffles and waffles, aligning with the characteristics of a coffee shop. The positive reviews emphasize the beverage quality and breakfast offerings, supporting the classification as a coffee shop (NAICS 722515).",Active,5,Yes,44.9804515,-93.2352952,"1407 4th St SE, Minneapolis, MN 55414, USA",Minneapolis,MN,55406,Monday: 9:00??AM??€?€?:30??PM; Tuesday: 9:00??AM??€?€?:30??PM; Wednesday: 9:00??AM??€?€?:30??PM; Thursday: 9:00??AM??€?€?:30??PM; Friday: 9:00??AM??€?€?:30??PM; Saturday: 9:00??AM??€?€?:30??PM; Sunday: Closed,None,N/A,https://sweedee-cafe.square.site/,,,2025/10/29
Ninth Street Soccer and Coffee,722515,722515,TRUE,High,"Ninth Street Soccer and Coffee serves breakfast and coffee, has morning hours on weekends, and the reviews indicate a coffee-focused atmosphere. Despite the late hours, the emphasis on coffee and breakfast aligns with the NAICS code for coffee shops.",Active,5,Yes,44.9889614,-93.2403307,"801 SE 9th St, Minneapolis, MN 55414, USA",Minneapolis,MN,55406,Monday: 2:00??PM??€?€?2:00??AM; Tuesday: 2:00??PM??€?€?2:00??AM; Wednesday: 2:00??PM??€?€?2:00??AM; Thursday: 2:00??PM??€?€?2:00??AM; Friday: 8:00??AM??€?€?2:00??AM; Saturday: 8:00??AM??€?€?2:00??AM; Sunday: 8:00??AM??€?€?2:00??AM,"Breakfast, Lunch, Beer, Wine",N/A,http://ninthstreetmpls.com/,,,2026/1/3
Bambini's Coffee,722515,722515,TRUE,High,"Bambini's Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast, which aligns with the characteristics of NAICS 722515. The reviews indicate a focus on coffee and a morning vibe, further supporting this classification.",Active,5,Yes,44.9668842,-93.2368878,"25th Ave S, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: 6:30??AM??€?€?:00??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,N/A,,,,2026/1/4
7 Corners Coffee - Minneapolis - East Bank,722515,722515,TRUE,High,"The establishment operates during morning hours, serves breakfast, and focuses on coffee, aligning with the characteristics of a coffee shop (NAICS 722515).",Active,5,Yes,44.9734969,-93.2276017,"720 Washington Ave SE, Minneapolis, MN 55414, USA",Minneapolis,MN,55406,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,Breakfast,1,https://7cornerscoffee.com/,,,2025/10/16
1st Cup Cafe,722515,722515,TRUE,Low,"While the cafe serves breakfast and has a cozy atmosphere, the hours indicate it operates late into the night, which is more characteristic of a bar or restaurant. The reviews suggest mixed experiences with coffee quality and a focus on food, which may not align strictly with a coffee shop vibe.",Active,5,Yes,44.9517903,-93.2369267,"180, 3776, 2740 Minnehaha Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: 8:00??AM??€?€?1:00??PM; Tuesday: 8:00??AM??€?€?1:00??PM; Wednesday: 8:00??AM??€?€?1:00??PM; Thursday: 8:00??AM??€?€?1:00??PM; Friday: 8:00??AM??€?€?2:00??AM; Saturday: 8:00??AM??€?€?2:00??AM; Sunday: 8:00??AM??€?€?1:00??PM,"Breakfast, Lunch, Dinner",1,,,,2025/12/19
Venn Brewing Company,722515,722515,TRUE,Low,"Venn Brewing Company primarily operates in the evening hours and focuses on beer, which aligns more with a bar or brewery rather than a coffee shop. The presence of breakfast offerings is not indicated, and the reviews emphasize a relaxed vibe for beer consumption.",Active,5,Yes,44.9200417,-93.219844,"3550 E 46th St Suite 140, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: 4:00??€?€?0:00??PM; Tuesday: 8:00??AM??€?€?0:00??PM; Wednesday: 8:00??AM??€?€?0:00??PM; Thursday: 8:00??AM??€?€?0:00??PM; Friday: 8:00??AM??€?€?1:00??PM; Saturday: 8:00??AM??€?€?1:00??PM; Sunday: 8:00??AM??€?€?:00??PM,Beer,N/A,https://www.vennbrewing.com/,,,2026/1/2
Alle Aamin Coffee Shop,722515,722515,TRUE,High,"Alle Aamin Coffee Shop opens early at 6 AM, serves breakfast, and has a focus on coffee, aligning with the characteristics of a coffee shop. Despite offering lunch and dinner, the primary morning vibe and breakfast service support the NAICS code 722515.",Active,5,Yes,44.9673745,-93.2470632,"609 Cedar Ave, Minneapolis, MN 55454, USA",Minneapolis,MN,55406,Monday: 6:00??AM??€?€?2:00??AM; Tuesday: 6:00??AM??€?€?2:00??AM; Wednesday: 6:00??AM??€?€?2:00??AM; Thursday: 6:00??AM??€?€?2:00??AM; Friday: 6:00??AM??€?€?2:00??AM; Saturday: 6:00??AM??€?€?2:00??AM; Sunday: 6:00??AM??€?€?2:00??AM,"Breakfast, Lunch, Dinner",1,,,,2025/9/13
Shepherds Table MN,722515,722515,TRUE,High,"Shepherds Table MN opens early (7 AM) and serves breakfast items, aligning with the characteristics of a coffee shop. The reviews emphasize a welcoming atmosphere and high-quality food, further supporting its classification as a coffee shop.",Active,5,Yes,44.9416191,-93.2188011,"3708 E 34th St, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: Closed; Tuesday: Closed; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,None,N/A,https://www.shepherdstablemn.com/,,,2025/12/27
A Baker's Wife's Pastry Shop,722515,722515,TRUE,High,"The business opens early (6 AM) and serves breakfast, aligning with the characteristics of a coffee shop. The reviews indicate a focus on baked goods and a positive morning vibe, further supporting the classification as a coffee shop.",Active,5,Yes,44.9267238,-93.2324295,"4200 S 28th Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 6:00??AM??€?€?:00??PM; Sunday: 6:00??AM??€?€?:00??PM,Breakfast,1,https://www.facebook.com/aBakersWife/,,,2025/11/13
Caribou Coffee,722515,722515,TRUE,High,"Caribou Coffee operates early hours (5:00 AM) and serves breakfast and lunch, aligning with the characteristics of a coffee shop. The reviews indicate a focus on coffee and food, further supporting the classification under NAICS 722515.",Active,5,Yes,44.9165714,-93.246928,"4745 Cedar Ave S, Minneapolis, MN 55407, USA",Minneapolis,MN,55406,Monday: 5:00??AM??€?€?:00??PM; Tuesday: 5:00??AM??€?€?:00??PM; Wednesday: 5:00??AM??€?€?:00??PM; Thursday: 5:00??AM??€?€?:00??PM; Friday: 5:00??AM??€?€?:00??PM; Saturday: 5:30??AM??€?€?:00??PM; Sunday: 5:30??AM??€?€?:00??PM,"Breakfast, Lunch",2,https://locations.cariboucoffee.com/us/mn/minneapolis/4745-cedar-avenue-south,,,2026/1/9
May Day Cafe,722515,722515,TRUE,High,"May Day Cafe operates primarily during morning hours, serves breakfast and lunch, and focuses on coffee and baked goods, aligning with the characteristics of a coffee shop.",Active,5,Yes,44.9398645,-93.2526215,"3440 Bloomington Ave, Minneapolis, MN 55407, USA",Minneapolis,MN,55406,Monday: 7:00??AM??€?€?:30??PM; Tuesday: 7:00??AM??€?€?:30??PM; Wednesday: 7:00??AM??€?€?:30??PM; Thursday: 7:00??AM??€?€?:30??PM; Friday: 7:00??AM??€?€?:30??PM; Saturday: 7:00??AM??€?€?:30??PM; Sunday: 7:00??AM??€?€?:30??PM,"Breakfast, Lunch",1,http://maydaycafe.coop/,,,2025/12/30
yellowbird coffee bar,722515,722515,TRUE,High,"The establishment operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The reviews emphasize coffee and breakfast items, confirming the morning vibe.",Active,5,Yes,44.9465089,-93.1496323,"1168 Selby Ave, St Paul, MN 55104, USA",Minneapolis,MN,55406,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch",1,http://yellowbirdcoffeebar.com/,,,2025/12/20
Workhorse Coffee Bar,722515,722515,TRUE,High,"Workhorse Coffee Bar operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the NAICS code 722515 for coffee shops. The reviews emphasize the coffee offerings and a welcoming atmosphere, further supporting this classification.",Active,5,Yes,44.9643565,-93.1980203,"2399 University Ave W, St Paul, MN 55114, USA",Minneapolis,MN,55406,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch",1,http://workhorsecoffee.com/,,,2026/1/14
Moon Palace Books,451211,722515,FALSE,High,"Moon Palace Books operates primarily as a bookstore, with no indication of serving coffee or breakfast items. The hours of operation do not align with a coffee shop, and the reviews focus on books and related items rather than food or beverages.",Active,5,Yes,44.9472658,-93.2337772,"3032 Minnehaha Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: 11:00??AM??€?€?:30??PM; Tuesday: 11:00??AM??€?€?:30??PM; Wednesday: 11:00??AM??€?€?:30??PM; Thursday: 11:00??AM??€?€?:30??PM; Friday: 11:00??AM??€?€?:30??PM; Saturday: 11:00??AM??€?€?:30??PM; Sunday: 12:00??€?€?:00??PM,None,N/A,http://www.moonpalacebooks.com/,,,2026/1/9
Atuvava Bakery,722515,722515,TRUE,Low,"Atuvava Bakery does not open early in the morning and primarily operates during the afternoon. The absence of breakfast offerings and the focus on baked goods suggest it may not fit the coffee shop definition, leading to a low confidence in categorizing it under NAICS 722515.",Active,5,Yes,44.9340157,-93.2323266,"3800 S 28th Ave, Minneapolis, MN 55406, USA",Minneapolis,MN,55406,Monday: Closed; Tuesday: Closed; Wednesday: 11:00??AM??€?€?:00??PM; Thursday: 11:00??AM??€?€?:00??PM; Friday: 11:00??AM??€?€?:00??PM; Saturday: 11:00??AM??€?€?:00??PM; Sunday: Closed,None,N/A,http://www.atuvava.com/,,,2025/12/12
Black Sheep Coffee Cafe,722515,722515,TRUE,High,"The business operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch items, which aligns with the NAICS code 722515 for coffee shops. The reviews emphasize the coffee and bakery items, confirming the morning vibe.",Active,5,Yes,44.8887473,-93.0428715,"705 Southview Blvd, South St Paul, MN 55075, USA",Minneapolis,MN,55406,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Lunch,2,http://www.blacksheepcoffee.com/,,,2025/12/23
Midtown Global Market,722511,722515,FALSE,Low,"Midtown Global Market operates from 10 AM to 8 PM, which does not align with the typical coffee shop hours of opening early (6-8 AM). The reviews indicate a focus on a variety of food, including Moroccan cuisine, and mention live music, suggesting a more diverse dining experience rather than a coffee-centric one. Therefore, it is classified under 'Full-Service Restaurants' (NAICS 722511) rather than a coffee shop.",Active,5,Yes,44.948519,-93.260485,"920 E Lake St, Minneapolis, MN 55407, USA",Minneapolis,MN,55407,Monday: 10:00??AM??€?€?:00??PM; Tuesday: 10:00??AM??€?€?:00??PM; Wednesday: 10:00??AM??€?€?:00??PM; Thursday: 10:00??AM??€?€?:00??PM; Friday: 10:00??AM??€?€?:00??PM; Saturday: 10:00??AM??€?€?:00??PM; Sunday: 11:00??AM??€?€?:00??PM,None,N/A,http://www.midtownglobalmarket.org/,,,2025/7/19
Patisserie 46,722515,722515,TRUE,High,"Patisserie 46 operates primarily during morning hours, serves breakfast items, and has a focus on coffee and pastries, aligning it with the characteristics of a coffee shop.",Active,5,Yes,44.9197675,-93.2848046,"4552 Grand Ave S, Minneapolis, MN 55419, USA",Minneapolis,MN,55407,Monday: Closed; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,2,http://patisserie46.com/,,,2025/12/30
Cafecito House,722515,722515,TRUE,High,"Cafecito House is likely a coffee shop based on the positive reviews highlighting its creative drinks and community vibe. Although the hours and specific attributes are unknown, the emphasis on a unique cafe experience aligns with the characteristics of a coffee shop.",Active,5,Yes,44.9325163,-93.2615941,"3852 Elliot Ave, Minneapolis, MN 55407, USA",Minneapolis,MN,55407,Unknown,None,N/A,http://cafecito-house.com/,,,2025/11/15
Turtle Bread Company,722515,722515,TRUE,High,"Turtle Bread Company operates as a coffee shop, opening at 7 AM and serving breakfast items, which aligns with the characteristics of NAICS 722515. The reviews confirm a focus on breakfast and coffee, reinforcing the morning vibe.",Active,5,Yes,44.9163017,-93.2630462,"4762 Chicago Ave, Minneapolis, MN 55407, USA",Minneapolis,MN,55407,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,2,http://www.turtlebread.com/,,,2025/12/22
Mapps Coffee And Tea,722515,722515,TRUE,High,"Mapps Coffee And Tea operates during morning hours (6:30 AM - 2:00 PM) and serves coffee and tea, aligning with the characteristics of a coffee shop. The reviews indicate a focus on coffee drinks and a positive morning vibe, further supporting the classification under NAICS 722515.",Active,5,Yes,44.9493155,-93.2608524,"920 E Lake St #157-8, Minneapolis, MN 55407, USA",Minneapolis,MN,55407,Monday: 6:30??AM??€?€?:00??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,None,N/A,http://mappscoffee.com/,,,2025/7/25
Unwind Corner Caf??,722515,722515,TRUE,High,"Unwind Corner Caf?? opens early, serves breakfast, and has a morning vibe, aligning with the characteristics of a coffee shop. The reviews emphasize a pleasant atmosphere suitable for coffee and breakfast, confirming its classification under NAICS 722515.",Active,5,Yes,44.9485421,-93.2904719,"822 W Lake St, Minneapolis, MN 55408, USA",Minneapolis,MN,55408,Monday: 7:30??AM??€?€?:00??PM; Tuesday: 7:30??AM??€?€?:00??PM; Wednesday: 7:30??AM??€?€?:00??PM; Thursday: 7:30??AM??€?€?:00??PM; Friday: 7:30??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner",N/A,https://www.unwindcorner.com/,,,2026/1/8
Moona Moono,722515,722515,TRUE,High,"Moona Moono operates primarily as a coffee shop, opening at 8 AM and serving coffee and breakfast items, which aligns with the NAICS code 722515 for coffee shops. The positive reviews emphasize the quality of coffee and a welcoming atmosphere, further supporting its classification as a coffee shop.",Active,5,Yes,44.9468204,-93.298464,"3048 Hennepin Ave, Minneapolis, MN 55408, USA",Minneapolis,MN,55408,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,N/A,https://www.moonamoono.com/,,,2025/10/20
Laina Cafe,722515,722515,TRUE,High,"Laina Cafe operates from 9:00 AM to 11:30 PM, which suggests a focus on coffee and a breakfast vibe, supported by positive reviews highlighting the coffee quality and inviting atmosphere. The absence of late-night hours and the emphasis on coffee and tea align with the characteristics of a coffee shop.",Active,5,Yes,44.9482013,-93.283955,"317 W Lake St, Minneapolis, MN 55408, USA",Minneapolis,MN,55408,Monday: 9:00??AM??€?€?1:30??PM; Tuesday: 9:00??AM??€?€?1:30??PM; Wednesday: 9:00??AM??€?€?1:30??PM; Thursday: 9:00??AM??€?€?1:30??PM; Friday: 9:00??AM??€?€?1:30??PM; Saturday: 9:00??AM??€?€?1:30??PM; Sunday: 9:00??AM??€?€?1:30??PM,None,N/A,https://lainacafe.com/,,,2026/1/5
Happy Cafe,722515,722515,TRUE,Low,"Happy Cafe operates from 3 PM to 3 AM, which suggests it is more aligned with a bar or late-night establishment rather than a coffee shop that typically opens early and serves breakfast.",Active,3,Yes,44.9497937,-93.2816161,"2910 Pleasant Ave suite 124, Minneapolis, MN 55408, USA",Minneapolis,MN,55408,Monday: 3:00??PM??€?€?:00??AM; Tuesday: 3:00??PM??€?€?:00??AM; Wednesday: 3:00??PM??€?€?:00??AM; Thursday: 3:00??PM??€?€?:00??AM; Friday: 3:00??PM??€?€?:00??AM; Saturday: 3:00??PM??€?€?:00??AM; Sunday: 3:00??PM??€?€?:00??AM,None,N/A,,,,2025/11/18
Easy Day Cafe,722515,722515,TRUE,High,"Easy Day Cafe operates from 6:00 AM to 4:00 PM, serves breakfast, and has a positive morning vibe as indicated by the reviews. These factors align with the characteristics of a coffee shop, justifying the NAICS code 722515.",Active,5,Yes,44.9270067,-93.284183,"4161 Grand Ave S, Minneapolis, MN 55409, USA",Minneapolis,MN,55408,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 6:00??AM??€?€?:00??PM; Sunday: 6:00??AM??€?€?:00??PM,Breakfast,N/A,https://easydaympls.com/,,,2025/12/29
French Meadow Cafe & Bluestem Bar,722515,722515,TRUE,High,"French Meadow Cafe & Bluestem Bar opens at 7:30 AM, serves breakfast, and has a strong focus on coffee and vegan options, aligning with the characteristics of a coffee shop. The presence of breakfast items and a morning vibe supports the classification under NAICS 722515.",Active,5,Yes,44.95499,-93.288477,"2610 Lyndale Ave S, Minneapolis, MN 55408, USA",Minneapolis,MN,55408,Monday: 7:30??AM??€?€?:00??PM; Tuesday: 7:30??AM??€?€?:00??PM; Wednesday: 7:30??AM??€?€?:00??PM; Thursday: 7:30??AM??€?€?:00??PM; Friday: 7:30??AM??€?€?:00??PM; Saturday: 7:30??AM??€?€?:00??PM; Sunday: 7:30??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",2,http://www.frenchmeadowcafe.com/,,,2026/1/15
Queermunity MN,722515,722515,TRUE,High,"Queermunity MN operates primarily as a coffee shop, serving breakfast and lunch, and has a welcoming atmosphere suitable for working. The hours indicate a focus on morning and daytime service rather than late-night operations, aligning with the characteristics of NAICS 722515.",Active,5,Yes,44.9472143,-93.2985032,"3036 Hennepin Ave, Minneapolis, MN 55408, USA",Minneapolis,MN,55408,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 10:00??AM??€?€?:00??PM; Sunday: 10:00??AM??€?€?:00??PM,"Breakfast, Lunch, Beer, Wine",N/A,https://queermunitymn.com/,,,2025/11/26
Curioso Coffee Bar: Northeast,722515,722515,TRUE,High,"Curioso Coffee Bar: Northeast operates primarily as a coffee shop, opening early in the morning and serving a cozy atmosphere suitable for breakfast and work, aligning with the characteristics of NAICS 722515.",Active,5,Yes,45.0050919,-93.2718998,"1712 Marshall St NE Suite 100, Minneapolis, MN 55413, USA",Minneapolis,MN,55408,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,N/A,https://curiosomn.com/,,,2025/9/20
